0.247435,5
0.296396,0
0.236202,4
0.292666,1
0.265002,9
0.253823,2
0.254252,1
0.274232,3
0.268431,1
0.318879,4
0.296404,0
0.296399,0
0.296395,0
0.29639,0
0.296385,0
0.296381,0
0.296376,0
0.296371,0
0.296367,0
0.296362,0
0.296357,0
0.296353,0
0.296348,0
0.296344,0
0.296339,0
0.296334,0
0.29633,0
0.296325,0
0.29632,0
0.296316,0
0.296311,0
0.296306,0
0.296302,0
0.296297,0
0.296293,0
0.296288,0
0.296283,0
0.296279,0
0.296274,0
0.296269,0
0.296265,0
0.29626,0
0.296256,0
0.296251,0
0.296246,0
0.296242,0
0.296237,0
0.296232,0
0.296228,0
0.296223,0
0.296219,0
0.296214,0
0.296209,0
0.296205,0
0.2962,0
0.296195,0
0.296404,0
0.296399,0
0.296395,0
0.29639,0
0.296385,0
0.296381,0
0.296376,0
0.296371,0
0.296367,0
0.296362,0
0.296357,0
0.296353,0
0.296348,0
0.296344,0
0.296339,0
0.296334,0
0.29633,0
0.296325,0
0.29632,0
0.296316,0
0.296311,0
0.296306,0
0.296302,0
0.296297,0
0.296293,0
0.296288,0
0.296283,0
0.296279,0
0.296274,0
0.296269,0
0.296265,0
0.29626,0
0.296256,0
0.296251,0
0.296246,0
0.296242,0
0.296237,0
0.296232,0
0.296228,0
0.296223,0
0.296219,0
0.296214,0
0.296209,0
0.296205,0
0.2962,0
0.296195,0
0.296191,0
0.296186,0
0.296182,0
0.296177,0
0.296172,0
0.296168,0
0.296163,0
0.296158,0
0.296154,0
0.296149,0
0.296145,0
0.29614,0
0.296135,0
0.296131,0
0.296126,0
0.296122,0
0.296117,0
0.296112,0
0.296108,0
0.296103,0
0.296098,0
0.296094,0
0.296089,0
0.296085,0
0.29608,0
0.296075,0
0.296071,0
0.296066,0
0.296062,0
0.296057,0
0.296052,0
0.296048,0
0.296043,0
0.296039,0
0.296034,0
0.296029,0
0.296025,0
0.29602,0
0.296016,0
0.296011,0
0.296006,0
0.296002,0
0.295997,0
0.295993,0
0.295988,0
0.295983,0
0.295979,0
0.295974,0
0.29597,0
0.295965,0
0.29596,0
0.295956,0
0.295951,0
0.295947,0
0.236208,4
0.236196,4
0.236185,4
0.236174,4
0.236163,4
0.236151,4
0.23614,4
0.236129,4
0.236118,4
0.236107,4
0.236095,4
0.236084,4
0.236073,4
0.236062,4
0.236051,4
0.236039,4
0.236028,4
0.236017,4
0.236006,4
0.235995,4
0.235983,4
0.235972,4
0.235961,4
0.23595,4
0.235939,4
0.235928,4
0.235916,4
0.235905,4
0.235894,4
0.235883,4
0.235872,4
0.235861,4
0.235849,4
0.235838,4
0.235827,4
0.235816,4
0.235805,4
0.235794,4
0.235783,4
0.235771,4
0.23576,4
0.235749,4
0.235738,4
0.235727,4
0.235716,4
0.235705,4
0.235694,4
0.235683,4
0.235671,4
0.23566,4
0.235649,4
0.235638,4
0.235627,4
0.235616,4
0.235605,4
0.235594,4
0.235583,4
0.235572,4
0.235561,4
0.235549,4
0.235538,4
0.235527,4
0.235516,4
0.235505,4
0.235494,4
0.235483,4
0.235472,4
0.235461,4
0.23545,4
0.235439,4
0.235428,4
0.235417,4
0.235406,4
0.235395,4
0.235384,4
0.235373,4
0.235362,4
0.235351,4
0.23534,4
0.235329,4
0.235318,4
0.235307,4
0.235296,4
0.235285,4
0.235274,4
0.235263,4
0.235252,4
0.235241,4
0.23523,4
0.235219,4
0.235208,4
0.235197,4
0.235186,4
0.235175,4
0.235164,4
0.235153,4
0.235142,4
0.235131,4
0.23512,4
0.235109,4
